,text,y_true,y_RNN,y_SVC
36236,anim friend background wall decor remov sticker featur 100 brand new high qualiti non toxic environment protect waterproof layout materi pvc pattern easi appli move reus without leav damag residu measur manual toler ani smooth dri dust free surfac glass door window ceram tile kitchen bathroom household applianc air condit car bodi best show real product plea understand color still mayb littl differ accord illustr screen effect beautiflu art home offic give room refresh look creat magic atmospher great touch fun life use choos clean peel sheet one part wider past may bubbl appear scratch scrape card affect overal put wrong place small blade corner gentl lift tear normal circumst long doe result satisfactori firm hold pressur outward diy seri play unlimit creativ combin model locat packag content pc,16,16,16
63087,honda 600 triumph 750 900 motorcycl technic review ref 9624 rmt document allow approach repair mainten simpl precis way find particular descript procedur illustr numer draw photo cover mechan electr area engin transmiss gearbox brake suspens circuit electron etc assembl detail specif tool oper exact dimens realize time scale know necessari intervent,18,24,24
84904,past toothbrush holder wall mount cup famili german featur brand new materi ab color pictur show 5x7cm eco friend make healthier creativ cartoon anim power suction back ha paster adsorb smooth surfac cute water design believ like content 1pc,13,13,16
28460,zomba set turquois velvet chair scandinavian decor wooden leg generic diamond dine room wood print metal style design structur cover,13,22,13
36066,set dine room chair 945 pellini leather wood brown color 46363 chisa deliveri within work day exclud weekend public holiday strong point style contemporari dimens cover base solid oak armrest origin india sold assembl deliv irreplac opt magnific allow spend good time dure meal guest best condit mix materi make model uniqu fit ani decor offer comfort look stitch button found kitchen offic even bedroom care design remark stabil comforium com present mani year accompani excel moment whether taken famili tete friend product ideal resist alway welcom face hazard everyday life made high qualiti veri pleasant touch leg guarante eleg key word interior thank admir pad backrest ensur back support certain seat envelop order greatest ha use visual also safe reliabl robust simpl line neat finish essenti element characterist structur length depth height mainten easi name collect width damp microfib cloth standard brand warranti,13,13,13
62044,world volum,19,19,19
26969,dragon ball regular set cardass card,5,5,5
30513,wooden bottl crate holder rack veri pretti old style recycl pine wood practic beauti countri effect interior also avail site well mani model materi length cmwidth cmheight cmweight kgcolor brownmateri,16,13,13
76889,protect cover ultra frame swim pool 488 intex oogarden 4m88 keep water clean longer veri resist better fix retain rope drain screen prevent accumul rainwat,23,23,23
83861,white stone figurin marbel,4,4,4
21288,panini foot adrenalyn 2014 2015 card jame rodriguez monaco idol,5,5,5
81815,citadel hand drill warhamm use counter model compon requir reinforc ensur larg skelet wing zombi dragon firm attach bodi tool also weapon barrel come suppli six bit three differ diamet lasgun bolter heavi,8,8,6
67092,best way comfort quest inflat bed,12,11,23
59381,megabox child maxi mini 2kg box superior milk chocol fill econom format time least 340 huge ingredi sugar powder cocoa butter past emulsifi soy lecithin flavor vanillin skim veget fat concentr,15,15,15
45765,mystic game spirit walker der fluch schamanin german import attent product languag subtitl inform doe appear sheet becaus publish ha provid howev vast major case neither french,1,1,1
50226,tabl rain shower splash unicorn step2 creat magic rainstorm theme water spacious kid play big enough multipl explor fantast world includ ador among assort fun accessori make swim pastel wonderland varieti featur larg bucket let scoop pond pour top tier realist effect rainwat also flow back maze wheel ramp cool waterfal wall rearrang piec new discov enjoy caus use hand spinner side springboard send figur mold hole accommod parasol sever dimens 81cm weight month brand recogn mani advantag unmatch qualiti product made extrem resist roto plastic soft shape guarante year minim adult assembl requir,11,22,7
49039,appeal royalist divis opinion,25,1,0
81737,design make curtain,0,12,14
26899,soft mattress clic clac cover 130x200 visco pillow natur latex winter side seat cutout comfort zone summer latest generat polish lattex core veri breathabl cut welcom firm support technolog poli foam high resili thick good sleep independ peac year warranti tick quilt stretch 290 polyest sanit treatment healthier rest antibacteri anti mold also reduc develop odor structur fill revers upper plate fabric profil ventil maxim lower breath air system hyper made dimens allow free circul thus offer greater hygien band wad block non deform reinforc pipe gift protector waterproof adjust height absorb mite barrier top cotton bottom peva ecolog materi extend life memori sensit heat self model pressur point guarante optim cervic area ergonom cfc shape resist antiperspir glue analerg recycl viscoelast certifi oeko tex 100 certipur qualiti test harm substanc iso 9001 certif,13,13,13
20001,trainz railroad simul 2012,1,1,1
31492,tectak round inflat abov ground swim pool filtrat pump includ 300 self support make summer garden equip day relax whole famili quick easili set dismantl fill straighten pvc fabric extrem tear resist offer high load capac drain valv allow empti cool highlight stabl construct easi assembl disassembl sunlight chemic compact storag water drainag technic characterist total dimens approxim volum approx 5300 materi polyvinyl chlorid weight filter 1136 hour voltag 220 240 warn domest use onli direct supervis adult suitabl child year scope deliveri cartridg instruct,23,23,23
73847,cti 044919 fff nation blue cotton beach towel 150 machin washabl tumbl dri quantiti model manufactur part number type kitchen,14,22,14
21052,arthur war two world play card 2010 europacorp donald darko max maltazad minion king selenia betamech,5,4,5
55587,8cm metal lure sequin spinner spoon bait feather hook tackl 15g fish line 1741 featur brand new high qualiti smooth fast dive action like real swim make sound attract bite one equip materi weight length quantiti color shown note plea allow 3cm error due manual measur pls sure mind befor bid differ monitor pictur may reflect actual item thank packag content 1pc swimbait,11,11,11
49479,ps3 consol 320gb pack sport champion move anoth game,20,20,20
74476,middl earth shadow mordor game year edit mac download note activ code must use valid steam account internet connect requir sauron ha return mortal stand way invit player take role talion gondorian ranger black gate slain along famili night risen dead inextric link ghost spirit set quest vengeanc discoveri understand whi wa rob peac death need unravel mysteri behind enslav discov origin ring power confront ultim nemesi introduc system wherebi everi enemi encount procedur generat uniqu appear person type strength weak distinct mission manipul corrupt uruk gain rais armi face forc battlefield equal featur unleash brutal combo sword dagger fluid spectacular mele combat enter ether world reveal invis eye domin mind elimin rang attack dismantl within slay control archenemi whose fear abil evolv har free move scale cliff abandon fortress stronghold scatter across volcan wast udun lush plain nurn carv rune bow bind elven magic experi master devast wield spectral varieti challeng slave hunt wild beast collect ancient artifact uncov secret contain previous releas dlc includ lord lightlord stori trial war seri showdown outfit minimum space graphic card 4096mb,26,26,26
2227,zephyr farfadet magic mtg 2010,5,5,5
529,dual usb charg control fast charger station indic playstat ps4 tenal featur keten micro port let two simultan without connect system four anti slip glue ensur stabl balanc prevent move bad secur store standard scratch pad keep wireless safe fulli compat withfor tim ideal save place play product specif input voltag materi,2,2,2
26175,retro classic handheld game consol 800 built inch tenal portabl descript multi platform digit devic new master arcad 128 bit neogeo cp1 cp2 gba gbc sega sfc ne bigger screen equip bring excit experi better eye protect user multifunct video addit also appli watch listen music read ebook brow pictur give enjoy usb cabl charg kill time play friend travel moment alon smartest choic birthday gift kid backlit function ensur player anywher power recharg batteri includ adapt lithium ion 7hour continu featur support 32gb card signal transmiss larg packag charger,2,2,2
